strain_x	chrom	start	stop	length	boot	n010	n001	n011	n000	tot	ttout	strain_y	lineage	location	region
P122	OphioH327chr_6	400000	600000	200000	25	178	219	6700	126571	133668	0.02962686567164179	R108	NOV	11	9
P122	OphioH327chr_6	400000	600000	200000	25	178	219	6700	126571	133668	0.02962686567164179	R22	NOV	11	9
P122	OphioH327chr_6	400000	600000	200000	26	202	239	6673	126554	133668	0.03304360857185674	H276	NOV	11	9
P122	OphioH327chr_6	400000	600000	200000	26	202	239	6673	126554	133668	0.03304360857185674	P122	NOV	11	9
P122	OphioH327chr_6	400000	600000	200000	26	202	239	6673	126554	133668	0.03304360857185674	R108	NOV	11	9
P122	OphioH327chr_6	400000	600000	200000	26	202	239	6673	126554	133668	0.03304360857185674	R22	NOV	11	9
P122	OphioH327chr_6	400000	600000	200000	27	196	241	6670	126561	133668	0.032758620689655175	H276	NOV	11	9
P122	OphioH327chr_6	400000	600000	200000	27	196	241	6670	126561	133668	0.032758620689655175	P122	NOV	11	9
P122	OphioH327chr_6	400000	600000	200000	27	196	241	6670	126561	133668	0.032758620689655175	R108	NOV	11	9
P122	OphioH327chr_6	400000	600000	200000	27	196	241	6670	126561	133668	0.032758620689655175	R22	NOV	11	9
P122	OphioH327chr_6	400000	600000	200000	28	188	245	6569	126666	133668	0.03295783224235043	H276	NOV	11	9
P122	OphioH327chr_6	400000	600000	200000	28	188	245	6569	126666	133668	0.03295783224235043	P122	NOV	11	9
P122	OphioH327chr_6	400000	600000	200000	28	188	245	6569	126666	133668	0.03295783224235043	R108	NOV	11	9
P122	OphioH327chr_6	400000	600000	200000	28	188	245	6569	126666	133668	0.03295783224235043	R22	NOV	11	9
P122	OphioH327chr_6	400000	600000	200000	29	190	218	6809	126451	133668	0.02996034660008812	H276	NOV	11	9
P122	OphioH327chr_6	400000	600000	200000	29	190	218	6809	126451	133668	0.02996034660008812	P122	NOV	11	9
P122	OphioH327chr_6	400000	600000	200000	29	190	218	6809	126451	133668	0.02996034660008812	R108	NOV	11	9
P122	OphioH327chr_6	400000	600000	200000	29	190	218	6809	126451	133668	0.02996034660008812	R22	NOV	11	9
P122	OphioH327chr_6	400000	600000	200000	30	201	222	6556	126689	133668	0.03226052471018914	H276	NOV	11	9
P122	OphioH327chr_6	400000	600000	200000	30	201	222	6556	126689	133668	0.03226052471018914	P122	NOV	11	9
P122	OphioH327chr_6	400000	600000	200000	30	201	222	6556	126689	133668	0.03226052471018914	R108	NOV	11	9
P122	OphioH327chr_6	400000	600000	200000	30	201	222	6556	126689	133668	0.03226052471018914	R22	NOV	11	9
P122	OphioH327chr_6	400000	600000	200000	31	208	230	6798	126432	133668	0.032215357458075904	H276	NOV	11	9
P122	OphioH327chr_6	400000	600000	200000	31	208	230	6798	126432	133668	0.032215357458075904	P122	NOV	11	9
P122	OphioH327chr_6	400000	600000	200000	31	208	230	6798	126432	133668	0.032215357458075904	R108	NOV	11	9
P122	OphioH327chr_6	400000	600000	200000	31	208	230	6798	126432	133668	0.032215357458075904	R22	NOV	11	9
P122	OphioH327chr_6	400000	600000	200000	32	193	237	6679	126559	133668	0.032190447671807156	H276	NOV	11	9
P122	OphioH327chr_6	400000	600000	200000	32	193	237	6679	126559	133668	0.032190447671807156	P122	NOV	11	9
P122	OphioH327chr_6	400000	600000	200000	32	193	237	6679	126559	133668	0.032190447671807156	R108	NOV	11	9
P122	OphioH327chr_6	400000	600000	200000	32	193	237	6679	126559	133668	0.032190447671807156	R22	NOV	11	9
P122	OphioH327chr_6	400000	600000	200000	33	198	223	6811	126436	133668	0.030905887534870065	H276	NOV	11	9
P122	OphioH327chr_6	400000	600000	200000	33	198	223	6811	126436	133668	0.030905887534870065	P122	NOV	11	9
P122	OphioH327chr_6	400000	600000	200000	33	198	223	6811	126436	133668	0.030905887534870065	R108	NOV	11	9
P122	OphioH327chr_6	400000	600000	200000	33	198	223	6811	126436	133668	0.030905887534870065	R22	NOV	11	9
P122	OphioH327chr_6	400000	600000	200000	34	206	213	6735	126514	133668	0.031106161841128434	H276	NOV	11	9
P122	OphioH327chr_6	400000	600000	200000	34	206	213	6735	126514	133668	0.031106161841128434	P122	NOV	11	9
P122	OphioH327chr_6	400000	600000	200000	34	206	213	6735	126514	133668	0.031106161841128434	R108	NOV	11	9
P122	OphioH327chr_6	400000	600000	200000	34	206	213	6735	126514	133668	0.031106161841128434	R22	NOV	11	9
P122	OphioH327chr_6	400000	600000	200000	35	209	220	6758	126481	133668	0.03174015981059485	H276	NOV	11	9
P122	OphioH327chr_6	400000	600000	200000	35	209	220	6758	126481	133668	0.03174015981059485	P122	NOV	11	9
P122	OphioH327chr_6	400000	600000	200000	35	209	220	6758	126481	133668	0.03174015981059485	R108	NOV	11	9
P122	OphioH327chr_6	400000	600000	200000	35	209	220	6758	126481	133668	0.03174015981059485	R22	NOV	11	9
P122	OphioH327chr_6	400000	600000	200000	36	236	239	6502	126691	133668	0.036527222393109814	H276	NOV	11	9
P122	OphioH327chr_6	400000	600000	200000	36	236	239	6502	126691	133668	0.036527222393109814	P122	NOV	11	9
P122	OphioH327chr_6	400000	600000	200000	36	236	239	6502	126691	133668	0.036527222393109814	R108	NOV	11	9
P122	OphioH327chr_6	400000	600000	200000	36	236	239	6502	126691	133668	0.036527222393109814	R22	NOV	11	9
P122	OphioH327chr_6	400000	600000	200000	37	211	214	6776	126467	133668	0.03136068476977568	H276	NOV	11	9
P122	OphioH327chr_6	400000	600000	200000	37	211	214	6776	126467	133668	0.03136068476977568	P122	NOV	11	9
P122	OphioH327chr_6	400000	600000	200000	37	211	214	6776	126467	133668	0.03136068476977568	R108	NOV	11	9
P122	OphioH327chr_6	400000	600000	200000	37	211	214	6776	126467	133668	0.03136068476977568	R22	NOV	11	9
P122	OphioH327chr_6	400000	600000	200000	38	199	234	6763	126472	133668	0.03201242052343634	H276	NOV	11	9
P122	OphioH327chr_6	400000	600000	200000	38	199	234	6763	126472	133668	0.03201242052343634	P122	NOV	11	9
P122	OphioH327chr_6	400000	600000	200000	38	199	234	6763	126472	133668	0.03201242052343634	R108	NOV	11	9
P122	OphioH327chr_6	400000	600000	200000	38	199	234	6763	126472	133668	0.03201242052343634	R22	NOV	11	9
P122	OphioH327chr_6	400000	600000	200000	39	183	242	6771	126472	133668	0.03138384285925269	H276	NOV	11	9
P122	OphioH327chr_6	400000	600000	200000	39	183	242	6771	126472	133668	0.03138384285925269	P122	NOV	11	9
P122	OphioH327chr_6	400000	600000	200000	39	183	242	6771	126472	133668	0.03138384285925269	R108	NOV	11	9
P122	OphioH327chr_6	400000	600000	200000	39	183	242	6771	126472	133668	0.03138384285925269	R22	NOV	11	9
P122	OphioH327chr_6	400000	600000	200000	40	191	216	6834	126427	133668	0.02977758267486099	H276	NOV	11	9
P122	OphioH327chr_6	400000	600000	200000	40	191	216	6834	126427	133668	0.02977758267486099	P122	NOV	11	9
P122	OphioH327chr_6	400000	600000	200000	40	191	216	6834	126427	133668	0.02977758267486099	R108	NOV	11	9
P122	OphioH327chr_6	400000	600000	200000	40	191	216	6834	126427	133668	0.02977758267486099	R22	NOV	11	9
P122	OphioH327chr_6	400000	600000	200000	41	196	233	6723	126516	133668	0.03190539937527889	H276	NOV	11	9
P122	OphioH327chr_6	400000	600000	200000	41	196	233	6723	126516	133668	0.03190539937527889	P122	NOV	11	9
P122	OphioH327chr_6	400000	600000	200000	41	196	233	6723	126516	133668	0.03190539937527889	R108	NOV	11	9
P122	OphioH327chr_6	400000	600000	200000	41	196	233	6723	126516	133668	0.03190539937527889	R22	NOV	11	9
P122	OphioH327chr_6	400000	600000	200000	42	193	230	6727	126518	133668	0.03144046380258659	H276	NOV	11	9
P122	OphioH327chr_6	400000	600000	200000	42	193	230	6727	126518	133668	0.03144046380258659	P122	NOV	11	9
P122	OphioH327chr_6	400000	600000	200000	42	193	230	6727	126518	133668	0.03144046380258659	R108	NOV	11	9
P122	OphioH327chr_6	400000	600000	200000	42	193	230	6727	126518	133668	0.03144046380258659	R22	NOV	11	9
P122	OphioH327chr_6	400000	600000	200000	43	199	236	6702	126531	133668	0.032452999104744855	H276	NOV	11	9
P122	OphioH327chr_6	400000	600000	200000	43	199	236	6702	126531	133668	0.032452999104744855	P122	NOV	11	9
P122	OphioH327chr_6	400000	600000	200000	43	199	236	6702	126531	133668	0.032452999104744855	R108	NOV	11	9
P122	OphioH327chr_6	400000	600000	200000	43	199	236	6702	126531	133668	0.032452999104744855	R22	NOV	11	9
P122	OphioH327chr_6	400000	600000	200000	44	168	212	6685	126603	133668	0.028421839940164548	H276	NOV	11	9
P122	OphioH327chr_6	400000	600000	200000	44	168	212	6685	126603	133668	0.028421839940164548	P122	NOV	11	9
P122	OphioH327chr_6	400000	600000	200000	44	168	212	6685	126603	133668	0.028421839940164548	R108	NOV	11	9
P122	OphioH327chr_6	400000	600000	200000	44	168	212	6685	126603	133668	0.028421839940164548	R22	NOV	11	9
P122	OphioH327chr_6	400000	600000	200000	45	199	213	6724	126532	133668	0.030636525877453896	H276	NOV	11	9
P122	OphioH327chr_6	400000	600000	200000	45	199	213	6724	126532	133668	0.030636525877453896	P122	NOV	11	9
P122	OphioH327chr_6	400000	600000	200000	45	199	213	6724	126532	133668	0.030636525877453896	R108	NOV	11	9
P122	OphioH327chr_6	400000	600000	200000	45	199	213	6724	126532	133668	0.030636525877453896	R22	NOV	11	9
P122	OphioH327chr_6	400000	600000	200000	46	205	239	6780	126444	133668	0.03274336283185841	H276	NOV	11	9
P122	OphioH327chr_6	400000	600000	200000	46	205	239	6780	126444	133668	0.03274336283185841	P122	NOV	11	9
P122	OphioH327chr_6	400000	600000	200000	46	205	239	6780	126444	133668	0.03274336283185841	R108	NOV	11	9
P122	OphioH327chr_6	400000	600000	200000	46	205	239	6780	126444	133668	0.03274336283185841	R22	NOV	11	9
P122	OphioH327chr_6	400000	600000	200000	47	204	239	6740	126485	133668	0.03286350148367952	H276	NOV	11	9
P122	OphioH327chr_6	400000	600000	200000	47	204	239	6740	126485	133668	0.03286350148367952	P122	NOV	11	9
P122	OphioH327chr_6	400000	600000	200000	47	204	239	6740	126485	133668	0.03286350148367952	R108	NOV	11	9
P122	OphioH327chr_6	400000	600000	200000	47	204	239	6740	126485	133668	0.03286350148367952	R22	NOV	11	9
P122	OphioH327chr_6	400000	600000	200000	48	209	209	6701	126549	133668	0.031189374720191017	H276	NOV	11	9
P122	OphioH327chr_6	400000	600000	200000	48	209	209	6701	126549	133668	0.031189374720191017	P122	NOV	11	9
P122	OphioH327chr_6	400000	600000	200000	48	209	209	6701	126549	133668	0.031189374720191017	R108	NOV	11	9
P122	OphioH327chr_6	400000	600000	200000	48	209	209	6701	126549	133668	0.031189374720191017	R22	NOV	11	9
P122	OphioH327chr_6	400000	600000	200000	49	206	246	6606	126610	133668	0.034211323039660915	H276	NOV	11	9
P122	OphioH327chr_6	400000	600000	200000	49	206	246	6606	126610	133668	0.034211323039660915	P122	NOV	11	9
P122	OphioH327chr_6	400000	600000	200000	49	206	246	6606	126610	133668	0.034211323039660915	R108	NOV	11	9
P122	OphioH327chr_6	400000	600000	200000	49	206	246	6606	126610	133668	0.034211323039660915	R22	NOV	11	9
P122	OphioH327chr_6	400000	600000	200000	50	186	205	6827	126450	133668	0.02863629705580782	H276	NOV	11	9
P122	OphioH327chr_6	400000	600000	200000	50	186	205	6827	126450	133668	0.02863629705580782	P122	NOV	11	9
P122	OphioH327chr_6	400000	600000	200000	50	186	205	6827	126450	133668	0.02863629705580782	R108	NOV	11	9
P122	OphioH327chr_6	400000	600000	200000	50	186	205	6827	126450	133668	0.02863629705580782	R22	NOV	11	9
P122	OphioH327chr_6	400000	600000	200000	51	201	221	6646	126600	133668	0.03174842010231718	H276	NOV	11	9
P122	OphioH327chr_6	400000	600000	200000	51	201	221	6646	126600	133668	0.03174842010231718	P122	NOV	11	9
P122	OphioH327chr_6	400000	600000	200000	51	201	221	6646	126600	133668	0.03174842010231718	R108	NOV	11	9
P122	OphioH327chr_6	400000	600000	200000	51	201	221	6646	126600	133668	0.03174842010231718	R22	NOV	11	9
P122	OphioH327chr_6	400000	600000	200000	52	204	224	6739	126501	133668	0.0317554533313548	H276	NOV	11	9
P122	OphioH327chr_6	400000	600000	200000	52	204	224	6739	126501	133668	0.0317554533313548	P122	NOV	11	9
P122	OphioH327chr_6	400000	600000	200000	52	204	224	6739	126501	133668	0.0317554533313548	R108	NOV	11	9
P122	OphioH327chr_6	400000	600000	200000	52	204	224	6739	126501	133668	0.0317554533313548	R22	NOV	11	9
P122	OphioH327chr_6	400000	600000	200000	53	207	222	6657	126582	133668	0.03222172149616945	H276	NOV	11	9
P122	OphioH327chr_6	400000	600000	200000	53	207	222	6657	126582	133668	0.03222172149616945	P122	NOV	11	9
P122	OphioH327chr_6	400000	600000	200000	53	207	222	6657	126582	133668	0.03222172149616945	R108	NOV	11	9
P122	OphioH327chr_6	400000	600000	200000	53	207	222	6657	126582	133668	0.03222172149616945	R22	NOV	11	9
P122	OphioH327chr_6	400000	600000	200000	54	198	217	6650	126603	133668	0.031203007518796993	H276	NOV	11	9
P122	OphioH327chr_6	400000	600000	200000	54	198	217	6650	126603	133668	0.031203007518796993	P122	NOV	11	9
P122	OphioH327chr_6	400000	600000	200000	54	198	217	6650	126603	133668	0.031203007518796993	R108	NOV	11	9
P122	OphioH327chr_6	400000	600000	200000	54	198	217	6650	126603	133668	0.031203007518796993	R22	NOV	11	9
P122	OphioH327chr_6	400000	600000	200000	55	212	225	6722	126509	133668	0.032505206783695326	H276	NOV	11	9
P122	OphioH327chr_6	400000	600000	200000	55	212	225	6722	126509	133668	0.032505206783695326	P122	NOV	11	9
P122	OphioH327chr_6	400000	600000	200000	55	212	225	6722	126509	133668	0.032505206783695326	R108	NOV	11	9
P122	OphioH327chr_6	400000	600000	200000	55	212	225	6722	126509	133668	0.032505206783695326	R22	NOV	11	9
P122	OphioH327chr_6	400000	600000	200000	56	190	224	6840	126414	133668	0.030263157894736843	H276	NOV	11	9
P122	OphioH327chr_6	400000	600000	200000	56	190	224	6840	126414	133668	0.030263157894736843	P122	NOV	11	9
P122	OphioH327chr_6	400000	600000	200000	56	190	224	6840	126414	133668	0.030263157894736843	R108	NOV	11	9
P122	OphioH327chr_6	400000	600000	200000	56	190	224	6840	126414	133668	0.030263157894736843	R22	NOV	11	9
P122	OphioH327chr_6	400000	600000	200000	57	207	230	6714	126517	133668	0.03254393803991659	H276	NOV	11	9
P122	OphioH327chr_6	400000	600000	200000	57	207	230	6714	126517	133668	0.03254393803991659	P122	NOV	11	9
P122	OphioH327chr_6	400000	600000	200000	57	207	230	6714	126517	133668	0.03254393803991659	R108	NOV	11	9
P122	OphioH327chr_6	400000	600000	200000	57	207	230	6714	126517	133668	0.03254393803991659	R22	NOV	11	9
P122	OphioH327chr_6	400000	600000	200000	58	213	216	6744	126495	133668	0.03180604982206406	H276	NOV	11	9
P122	OphioH327chr_6	400000	600000	200000	58	213	216	6744	126495	133668	0.03180604982206406	P122	NOV	11	9
P122	OphioH327chr_6	400000	600000	200000	58	213	216	6744	126495	133668	0.03180604982206406	R108	NOV	11	9
P122	OphioH327chr_6	400000	600000	200000	58	213	216	6744	126495	133668	0.03180604982206406	R22	NOV	11	9
P122	OphioH327chr_6	400000	600000	200000	59	184	209	6804	126471	133668	0.028880070546737212	H276	NOV	11	9
P122	OphioH327chr_6	400000	600000	200000	59	184	209	6804	126471	133668	0.028880070546737212	P122	NOV	11	9
P122	OphioH327chr_6	400000	600000	200000	59	184	209	6804	126471	133668	0.028880070546737212	R108	NOV	11	9
P122	OphioH327chr_6	400000	600000	200000	59	184	209	6804	126471	133668	0.028880070546737212	R22	NOV	11	9
P122	OphioH327chr_6	400000	600000	200000	60	165	234	6740	126529	133668	0.02959940652818991	H276	NOV	11	9
P122	OphioH327chr_6	400000	600000	200000	60	165	234	6740	126529	133668	0.02959940652818991	P122	NOV	11	9
P122	OphioH327chr_6	400000	600000	200000	60	165	234	6740	126529	133668	0.02959940652818991	R108	NOV	11	9
P122	OphioH327chr_6	400000	600000	200000	60	165	234	6740	126529	133668	0.02959940652818991	R22	NOV	11	9
P122	OphioH327chr_6	400000	600000	200000	61	188	205	6732	126543	133668	0.029188948306595366	H276	NOV	11	9
P122	OphioH327chr_6	400000	600000	200000	61	188	205	6732	126543	133668	0.029188948306595366	P122	NOV	11	9
P122	OphioH327chr_6	400000	600000	200000	61	188	205	6732	126543	133668	0.029188948306595366	R108	NOV	11	9
P122	OphioH327chr_6	400000	600000	200000	61	188	205	6732	126543	133668	0.029188948306595366	R22	NOV	11	9
P122	OphioH327chr_6	400000	600000	200000	62	196	200	6774	126498	133668	0.029229406554472984	H276	NOV	11	9
P122	OphioH327chr_6	400000	600000	200000	62	196	200	6774	126498	133668	0.029229406554472984	P122	NOV	11	9
P122	OphioH327chr_6	400000	600000	200000	62	196	200	6774	126498	133668	0.029229406554472984	R108	NOV	11	9
P122	OphioH327chr_6	400000	600000	200000	62	196	200	6774	126498	133668	0.029229406554472984	R22	NOV	11	9
P122	OphioH327chr_6	400000	600000	200000	63	175	237	6678	126578	133668	0.030847559149445942	H276	NOV	11	9
P122	OphioH327chr_6	400000	600000	200000	63	175	237	6678	126578	133668	0.030847559149445942	P122	NOV	11	9
P122	OphioH327chr_6	400000	600000	200000	63	175	237	6678	126578	133668	0.030847559149445942	R108	NOV	11	9
P122	OphioH327chr_6	400000	600000	200000	63	175	237	6678	126578	133668	0.030847559149445942	R22	NOV	11	9
P122	OphioH327chr_6	400000	600000	200000	64	199	236	6697	126536	133668	0.0324772286098253	H276	NOV	11	9
P122	OphioH327chr_6	400000	600000	200000	64	199	236	6697	126536	133668	0.0324772286098253	P122	NOV	11	9
P122	OphioH327chr_6	400000	600000	200000	64	199	236	6697	126536	133668	0.0324772286098253	R108	NOV	11	9
P122	OphioH327chr_6	400000	600000	200000	64	199	236	6697	126536	133668	0.0324772286098253	R22	NOV	11	9
P122	OphioH327chr_6	400000	600000	200000	65	214	237	6786	126431	133668	0.03323017978190392	H276	NOV	11	9
P122	OphioH327chr_6	400000	600000	200000	65	214	237	6786	126431	133668	0.03323017978190392	P122	NOV	11	9
P122	OphioH327chr_6	400000	600000	200000	65	214	237	6786	126431	133668	0.03323017978190392	R108	NOV	11	9
P122	OphioH327chr_6	400000	600000	200000	65	214	237	6786	126431	133668	0.03323017978190392	R22	NOV	11	9
P122	OphioH327chr_6	400000	600000	200000	66	201	240	6702	126525	133668	0.032900626678603405	H276	NOV	11	9
P122	OphioH327chr_6	400000	600000	200000	66	201	240	6702	126525	133668	0.032900626678603405	P122	NOV	11	9
P122	OphioH327chr_6	400000	600000	200000	66	201	240	6702	126525	133668	0.032900626678603405	R108	NOV	11	9
P122	OphioH327chr_6	400000	600000	200000	66	201	240	6702	126525	133668	0.032900626678603405	R22	NOV	11	9
P122	OphioH327chr_6	400000	600000	200000	67	202	241	6713	126512	133668	0.03299568002383435	H276	NOV	11	9
P122	OphioH327chr_6	400000	600000	200000	67	202	241	6713	126512	133668	0.03299568002383435	P122	NOV	11	9
P122	OphioH327chr_6	400000	600000	200000	67	202	241	6713	126512	133668	0.03299568002383435	R108	NOV	11	9
P122	OphioH327chr_6	400000	600000	200000	67	202	241	6713	126512	133668	0.03299568002383435	R22	NOV	11	9
P122	OphioH327chr_6	400000	600000	200000	68	197	240	6705	126526	133668	0.0325876211782252	H276	NOV	11	9
P122	OphioH327chr_6	400000	600000	200000	68	197	240	6705	126526	133668	0.0325876211782252	P122	NOV	11	9
P122	OphioH327chr_6	400000	600000	200000	68	197	240	6705	126526	133668	0.0325876211782252	R108	NOV	11	9
P122	OphioH327chr_6	400000	600000	200000	68	197	240	6705	126526	133668	0.0325876211782252	R22	NOV	11	9
P122	OphioH327chr_6	400000	600000	200000	69	219	232	6821	126396	133668	0.03305966867028295	H276	NOV	11	9
P122	OphioH327chr_6	400000	600000	200000	69	219	232	6821	126396	133668	0.03305966867028295	P122	NOV	11	9
P122	OphioH327chr_6	400000	600000	200000	69	219	232	6821	126396	133668	0.03305966867028295	R108	NOV	11	9
P122	OphioH327chr_6	400000	600000	200000	69	219	232	6821	126396	133668	0.03305966867028295	R22	NOV	11	9
P122	OphioH327chr_6	400000	600000	200000	70	185	225	6656	126602	133668	0.030799278846153848	H276	NOV	11	9
P122	OphioH327chr_6	400000	600000	200000	70	185	225	6656	126602	133668	0.030799278846153848	P122	NOV	11	9
P122	OphioH327chr_6	400000	600000	200000	70	185	225	6656	126602	133668	0.030799278846153848	R108	NOV	11	9
P122	OphioH327chr_6	400000	600000	200000	70	185	225	6656	126602	133668	0.030799278846153848	R22	NOV	11	9
P122	OphioH327chr_6	400000	600000	200000	71	199	227	6733	126509	133668	0.03163522946680529	H276	NOV	11	9
P122	OphioH327chr_6	400000	600000	200000	71	199	227	6733	126509	133668	0.03163522946680529	P122	NOV	11	9
P122	OphioH327chr_6	400000	600000	200000	71	199	227	6733	126509	133668	0.03163522946680529	R108	NOV	11	9
P122	OphioH327chr_6	400000	600000	200000	71	199	227	6733	126509	133668	0.03163522946680529	R22	NOV	11	9
P122	OphioH327chr_6	400000	600000	200000	72	196	255	6715	126502	133668	0.033581533879374535	H276	NOV	11	9
P122	OphioH327chr_6	400000	600000	200000	72	196	255	6715	126502	133668	0.033581533879374535	P122	NOV	11	9
P122	OphioH327chr_6	400000	600000	200000	72	196	255	6715	126502	133668	0.033581533879374535	R108	NOV	11	9
P122	OphioH327chr_6	400000	600000	200000	72	196	255	6715	126502	133668	0.033581533879374535	R22	NOV	11	9
P122	OphioH327chr_6	400000	600000	200000	73	206	233	6601	126628	133668	0.03325253749431904	H276	NOV	11	9
P122	OphioH327chr_6	400000	600000	200000	73	206	233	6601	126628	133668	0.03325253749431904	P122	NOV	11	9
P122	OphioH327chr_6	400000	600000	200000	73	206	233	6601	126628	133668	0.03325253749431904	R108	NOV	11	9
P122	OphioH327chr_6	400000	600000	200000	73	206	233	6601	126628	133668	0.03325253749431904	R22	NOV	11	9
P122	OphioH327chr_6	400000	600000	200000	74	204	244	6699	126521	133668	0.03343782654127482	H276	NOV	11	9
P122	OphioH327chr_6	400000	600000	200000	74	204	244	6699	126521	133668	0.03343782654127482	P122	NOV	11	9
P122	OphioH327chr_6	400000	600000	200000	74	204	244	6699	126521	133668	0.03343782654127482	R108	NOV	11	9
P122	OphioH327chr_6	400000	600000	200000	74	204	244	6699	126521	133668	0.03343782654127482	R22	NOV	11	9
P122	OphioH327chr_6	400000	600000	200000	75	171	210	6592	126695	133668	0.02889866504854369	H276	NOV	11	9
P122	OphioH327chr_6	400000	600000	200000	75	171	210	6592	126695	133668	0.02889866504854369	P122	NOV	11	9
P122	OphioH327chr_6	400000	600000	200000	75	171	210	6592	126695	133668	0.02889866504854369	R108	NOV	11	9
P122	OphioH327chr_6	400000	600000	200000	75	171	210	6592	126695	133668	0.02889866504854369	R22	NOV	11	9
P122	OphioH327chr_6	400000	600000	200000	76	206	239	6759	126464	133668	0.032919070868471664	H276	NOV	11	9
P122	OphioH327chr_6	400000	600000	200000	76	206	239	6759	126464	133668	0.032919070868471664	P122	NOV	11	9
P122	OphioH327chr_6	400000	600000	200000	76	206	239	6759	126464	133668	0.032919070868471664	R108	NOV	11	9
P122	OphioH327chr_6	400000	600000	200000	76	206	239	6759	126464	133668	0.032919070868471664	R22	NOV	11	9
P122	OphioH327chr_6	400000	600000	200000	77	207	235	6740	126486	133668	0.0327893175074184	H276	NOV	11	9
P122	OphioH327chr_6	400000	600000	200000	77	207	235	6740	126486	133668	0.0327893175074184	P122	NOV	11	9
P122	OphioH327chr_6	400000	600000	200000	77	207	235	6740	126486	133668	0.0327893175074184	R108	NOV	11	9
P122	OphioH327chr_6	400000	600000	200000	77	207	235	6740	126486	133668	0.0327893175074184	R22	NOV	11	9
P122	OphioH327chr_6	400000	600000	200000	78	177	219	6731	126541	133668	0.02941613430396672	H276	NOV	11	9
P122	OphioH327chr_6	400000	600000	200000	78	177	219	6731	126541	133668	0.02941613430396672	P122	NOV	11	9
P122	OphioH327chr_6	400000	600000	200000	78	177	219	6731	126541	133668	0.02941613430396672	R108	NOV	11	9
P122	OphioH327chr_6	400000	600000	200000	78	177	219	6731	126541	133668	0.02941613430396672	R22	NOV	11	9
P122	OphioH327chr_6	400000	600000	200000	79	212	240	6857	126359	133668	0.03295901997958291	H276	NOV	11	9
P122	OphioH327chr_6	400000	600000	200000	79	212	240	6857	126359	133668	0.03295901997958291	P122	NOV	11	9
P122	OphioH327chr_6	400000	600000	200000	79	212	240	6857	126359	133668	0.03295901997958291	R108	NOV	11	9
P122	OphioH327chr_6	400000	600000	200000	79	212	240	6857	126359	133668	0.03295901997958291	R22	NOV	11	9
P122	OphioH327chr_6	400000	600000	200000	80	225	228	6750	126465	133668	0.033555555555555554	H276	NOV	11	9
P122	OphioH327chr_6	400000	600000	200000	80	225	228	6750	126465	133668	0.033555555555555554	P122	NOV	11	9
P122	OphioH327chr_6	400000	600000	200000	80	225	228	6750	126465	133668	0.033555555555555554	R108	NOV	11	9
P122	OphioH327chr_6	400000	600000	200000	80	225	228	6750	126465	133668	0.033555555555555554	R22	NOV	11	9
P122	OphioH327chr_6	400000	600000	200000	81	175	222	6668	126603	133668	0.029769046190761848	H276	NOV	11	9
P122	OphioH327chr_6	400000	600000	200000	81	175	222	6668	126603	133668	0.029769046190761848	P122	NOV	11	9
P122	OphioH327chr_6	400000	600000	200000	81	175	222	6668	126603	133668	0.029769046190761848	R108	NOV	11	9
P122	OphioH327chr_6	400000	600000	200000	81	175	222	6668	126603	133668	0.029769046190761848	R22	NOV	11	9
P122	OphioH327chr_6	400000	600000	200000	82	197	215	6663	126593	133668	0.030917004352393817	H276	NOV	11	9
P122	OphioH327chr_6	400000	600000	200000	82	197	215	6663	126593	133668	0.030917004352393817	P122	NOV	11	9
P122	OphioH327chr_6	400000	600000	200000	82	197	215	6663	126593	133668	0.030917004352393817	R108	NOV	11	9
P122	OphioH327chr_6	400000	600000	200000	82	197	215	6663	126593	133668	0.030917004352393817	R22	NOV	11	9
P122	OphioH327chr_6	400000	600000	200000	83	194	225	6756	126493	133668	0.03100947306098283	H276	NOV	11	9
P122	OphioH327chr_6	400000	600000	200000	83	194	225	6756	126493	133668	0.03100947306098283	P122	NOV	11	9
P122	OphioH327chr_6	400000	600000	200000	83	194	225	6756	126493	133668	0.03100947306098283	R108	NOV	11	9
P122	OphioH327chr_6	400000	600000	200000	83	194	225	6756	126493	133668	0.03100947306098283	R22	NOV	11	9
P122	OphioH327chr_6	400000	600000	200000	84	206	231	6693	126538	133668	0.03264604810996564	H276	NOV	11	9
P122	OphioH327chr_6	400000	600000	200000	84	206	231	6693	126538	133668	0.03264604810996564	P122	NOV	11	9
P122	OphioH327chr_6	400000	600000	200000	84	206	231	6693	126538	133668	0.03264604810996564	R108	NOV	11	9
P122	OphioH327chr_6	400000	600000	200000	84	206	231	6693	126538	133668	0.03264604810996564	R22	NOV	11	9
P122	OphioH327chr_6	400000	600000	200000	85	185	223	6846	126414	133668	0.029798422436459245	H276	NOV	11	9
P122	OphioH327chr_6	400000	600000	200000	85	185	223	6846	126414	133668	0.029798422436459245	P122	NOV	11	9
P122	OphioH327chr_6	400000	600000	200000	85	185	223	6846	126414	133668	0.029798422436459245	R108	NOV	11	9
P122	OphioH327chr_6	400000	600000	200000	85	185	223	6846	126414	133668	0.029798422436459245	R22	NOV	11	9
P122	OphioH327chr_6	400000	600000	200000	86	181	244	6577	126666	133668	0.032309563630834724	H276	NOV	11	9
P122	OphioH327chr_6	400000	600000	200000	86	181	244	6577	126666	133668	0.032309563630834724	P122	NOV	11	9
