ID	pomme_num	inoculation	rep	J14_1	J14_2	lineage	J14	chr1	chr2	chr3	chr4	chr5	chr6	chr7	chr8	int	pred
H986	83	06-02-19	3	24	26	nov	25	1	1	0	0	0	0	0	1	1	23.95200428
P114	75	06-02-19	3	22	24	nov	23	0	0	0	0	1	0	0	0	1	22.55422372
P114	74	06-02-19	2	27	32	nov	29.5	0	0	0	0	1	0	0	0	1	28.14534594
P114	76	06-02-19	4	27	28	nov	27.5	0	0	0	0	1	0	0	0	1	25.34978483
P114	73	06-02-19	1	28	30	nov	29	0	0	0	0	1	0	0	0	1	26.74756539
R22	64	06-02-19	4	NA	NA	nov	NA	1	0	0	0	0	1	0	0	1	NA
R22	62	06-02-19	2	NA	NA	nov	NA	1	0	0	0	0	1	0	0	1	NA
R22	63	06-02-19	3	26	28	nov	27	1	0	0	0	0	1	0	0	1	25.34978483
R22	61	06-02-19	1	18	23	nov	20.5	1	0	0	0	0	1	0	0	1	21.85533345
TB2	72	06-02-19	4	NA	NA	ame2	NA	0	0	0	0	0	0	0	0	0	NA
TB2	69	06-02-19	1	NA	NA	ame2	NA	0	0	0	0	0	0	0	0	0	NA
TB2	71	06-02-19	3	NA	NA	ame2	NA	0	0	0	0	0	0	0	0	0	NA
TB2	70	06-02-19	2	14	15	ame2	14.5	0	0	0	0	0	0	0	0	0	16.26421123
V14	76	06-02-19	4	27	31	nov	29	0	0	0	0	0	0	0	0	0	27.44645566
V14	73	06-02-19	1	24	28	nov	26	0	0	0	0	0	0	0	0	0	25.34978483
V14	74	06-02-19	2	24	25	nov	24.5	0	0	0	0	0	0	0	0	0	23.253114
V14	75	06-02-19	3	23	24	nov	23.5	0	0	0	0	0	0	0	0	0	22.55422372
V19	64	06-02-19	4	NA	NA	nov	NA	1	0	1	0	0	0	1	1	1	NA
V19	62	06-02-19	2	NA	NA	nov	NA	1	0	1	0	0	0	1	1	1	NA
V19	63	06-02-19	3	NA	NA	nov	NA	1	0	1	0	0	0	1	1	1	NA
V19	61	06-02-19	1	NA	NA	nov	NA	1	0	1	0	0	0	1	1	1	NA
AT146	103	07-02-19	3	28	29	nov	28.5	0	0	0	0	0	0	0	0	0	26.04867511
AT146	102	07-02-19	2	NA	NA	nov	NA	0	0	0	0	0	0	0	0	0	NA
AT146	104	07-02-19	4	NA	NA	nov	NA	0	0	0	0	0	0	0	0	0	NA
AT146	101	07-02-19	1	NA	NA	nov	NA	0	0	0	0	0	0	0	0	0	NA
H337	137	07-02-19	1	NA	NA	ulm	NA	0	0	0	0	0	0	0	0	0	NA
H337	138	07-02-19	2	NA	NA	ulm	NA	0	0	0	0	0	0	0	0	0	NA
H337	139	07-02-19	3	NA	NA	ulm	NA	0	0	0	0	0	0	0	0	0	NA
H337	140	07-02-19	4	NA	NA	ulm	NA	0	0	0	0	0	0	0	0	0	NA
H359	102	07-02-19	2	NA	NA	ulm	NA	0	0	0	0	0	0	0	0	0	NA
H359	103	07-02-19	3	25	22	ulm	23.5	0	0	0	0	0	0	0	0	0	21.15644317
H359	101	07-02-19	1	15	18	ulm	16.5	0	0	0	0	0	0	0	0	0	18.36088206
H359	104	07-02-19	4	NA	NA	ulm	NA	0	0	0	0	0	0	0	0	0	NA
H638	113	07-02-19	1	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	NA
H638	114	07-02-19	2	16	17	NA	16.5	0	0	0	0	0	0	0	0	0	17.66199178
H638	115	07-02-19	3	22	24	NA	23	0	0	0	0	0	0	0	0	0	22.55422372
H638	116	07-02-19	4	24	24	NA	24	0	0	0	0	0	0	0	0	0	22.55422372
I185	102	07-02-19	2	NA	NA	ulm	NA	0	0	0	0	0	0	0	0	0	NA
I185	103	07-02-19	3	NA	NA	ulm	NA	0	0	0	0	0	0	0	0	0	NA
I185	104	07-02-19	4	NA	NA	ulm	NA	0	0	0	0	0	0	0	0	0	NA
I185	101	07-02-19	1	NA	NA	ulm	NA	0	0	0	0	0	0	0	0	0	NA
H1018	174	08-02-19	2	22	21	ulm	21.5	0	0	0	0	0	0	0	0	0	20.45755289
H1018	175	08-02-19	3	17	17	ulm	17	0	0	0	0	0	0	0	0	0	17.66199178
H1018	173	08-02-19	1	17	20	ulm	18.5	0	0	0	0	0	0	0	0	0	19.75866261
H1018	176	08-02-19	4	19	19	ulm	19	0	0	0	0	0	0	0	0	0	19.05977234
H1021	165	08-02-19	1	NA	NA	ulm	NA	0	0	0	0	0	0	0	0	0	NA
H1021	167	08-02-19	3	NA	NA	ulm	NA	0	0	0	0	0	0	0	0	0	NA
H1021	168	08-02-19	4	23	20	ulm	21.5	0	0	0	0	0	0	0	0	0	19.75866261
H1021	166	08-02-19	2	NA	NA	ulm	NA	0	0	0	0	0	0	0	0	0	NA
H649	174	08-02-19	2	18	19	ulm	18.5	0	0	0	0	0	0	0	0	0	19.05977234
H649	173	08-02-19	1	18	19	ulm	18.5	0	0	0	0	0	0	0	0	0	19.05977234
H649	175	08-02-19	3	18	18	ulm	18	0	0	0	0	0	0	0	0	0	18.36088206
H649	176	08-02-19	4	17	19	ulm	18	0	0	0	0	0	0	0	0	0	19.05977234
H868	170	08-02-19	2	14	15	ulm	14.5	0	0	0	0	0	0	0	0	0	16.26421123
H868	171	08-02-19	3	13	14	ulm	13.5	0	0	0	0	0	0	0	0	0	15.56532095
H868	169	08-02-19	1	17	17	ulm	17	0	0	0	0	0	0	0	0	0	17.66199178
H868	172	08-02-19	4	NA	NA	ulm	NA	0	0	0	0	0	0	0	0	0	NA
H871	165	08-02-19	1	NA	NA	ulm	NA	0	0	0	0	0	0	0	0	0	NA
H871	166	08-02-19	2	NA	NA	ulm	NA	0	0	0	0	0	0	0	0	0	NA
H871	167	08-02-19	3	21	29	ulm	25	0	0	0	0	0	0	0	0	0	26.04867511
H871	168	08-02-19	4	NA	NA	ulm	NA	0	0	0	0	0	0	0	0	0	NA
H872	173	08-02-19	1	18	18	ulm	18	0	0	0	0	0	0	0	0	0	18.36088206
H872	174	08-02-19	2	17	17	ulm	17	0	0	0	0	0	0	0	0	0	17.66199178
H872	175	08-02-19	3	15	15	ulm	15	0	0	0	0	0	0	0	0	0	16.26421123
H872	176	08-02-19	4	15	16	ulm	15.5	0	0	0	0	0	0	0	0	0	16.96310151
I131	173	08-02-19	1	25	30	ulm	27.5	0	0	0	0	0	0	0	0	0	26.74756539
I131	174	08-02-19	2	24	26	ulm	25	0	0	0	0	0	0	0	0	0	23.95200428
I131	175	08-02-19	3	18	19	ulm	18.5	0	0	0	0	0	0	0	0	0	19.05977234
I131	176	08-02-19	4	23	29	ulm	26	0	0	0	0	0	0	0	0	0	26.04867511
ES130	191	11-02-19	3	15	15	ame1	15	0	0	0	0	0	0	0	0	0	16.26421123
ES130	192	11-02-19	4	18	20	ame1	19	0	0	0	0	0	0	0	0	0	19.75866261
ES130	189	11-02-19	1	20	22	ame1	21	0	0	0	0	0	0	0	0	0	21.15644317
ES130	190	11-02-19	2	NA	NA	ame1	NA	0	0	0	0	0	0	0	0	0	NA
H2062	193	11-02-19	1	15	16	ulm	15.5	0	0	0	0	0	0	0	0	0	16.96310151
H2062	194	11-02-19	2	NA	NA	ulm	NA	0	0	0	0	0	0	0	0	0	NA
H2062	195	11-02-19	3	16	14	ulm	15	0	0	0	0	0	0	0	0	0	15.56532095
H2062	196	11-02-19	4	16	17	ulm	16.5	0	0	0	0	0	0	0	0	0	17.66199178
H379	196	11-02-19	4	17	28	ulm	22.5	0	0	0	0	0	0	0	0	0	25.34978483
H379	193	11-02-19	1	18	19	ulm	18.5	0	0	0	0	0	0	0	0	0	19.05977234
H379	194	11-02-19	2	NA	NA	ulm	NA	0	0	0	0	0	0	0	0	0	NA
H379	195	11-02-19	3	17	20	ulm	18.5	0	0	0	0	0	0	0	0	0	19.75866261
H873	189	11-02-19	1	19	18	ulm	18.5	0	0	0	0	0	0	0	0	0	18.36088206
H873	190	11-02-19	2	18	23	ulm	20.5	0	0	0	0	0	0	0	0	0	21.85533345
H873	191	11-02-19	3	19	17	ulm	18	0	0	0	0	0	0	0	0	0	17.66199178
H873	192	11-02-19	4	16	16	ulm	16	0	0	0	0	0	0	0	0	0	16.96310151
TR67	191	11-02-19	3	NA	NA	nov	NA	0	0	0	0	0	0	0	0	0	NA
TR67	189	11-02-19	1	20	20	nov	20	0	0	0	0	0	0	0	0	0	19.75866261
TR67	190	11-02-19	2	NA	NA	nov	NA	0	0	0	0	0	0	0	0	0	NA
TR67	192	11-02-19	4	20	28	nov	24	0	0	0	0	0	0	0	0	0	25.34978483
